date,value,category,region,provider,service,is_anomaly
2025-05-21,0.78,network,eu-west-2,gcp,cloud_cdn,0
2025-05-21,4.71,network,eu-west-2,gcp,cloud_nat,0
2025-05-21,2.96,network,eu-central-1,aws,cloudfront,0
2025-05-21,2.72,network,eu-central-1,aws,nat_gateway,0
2025-05-21,2.07,network,eu-central-1,aws,vpc_endpoints,0
2025-05-21,1.13,network,eu-central-1,gcp,cloud_cdn,0
2025-05-21,1.17,network,eu-central-1,gcp,cloud_nat,0
2025-05-22,21.16,compute,eu-west-2,aws,ec2,0
2025-05-22,21.06,compute,eu-west-2,aws,eks,0
2025-05-22,18.14,compute,eu-west-2,aws,lambda,0
2025-05-22,5.13,compute,eu-west-2,gcp,compute_engine,0
2025-05-22,3.78,compute,eu-west-2,gcp,gke,0
2025-05-22,7.97,compute,eu-west-2,gcp,cloud_run,0
2025-05-22,6.65,compute,eu-central-1,aws,ec2,0
2025-05-22,17.2,compute,eu-central-1,aws,eks,0
2025-05-22,3.07,compute,eu-central-1,aws,lambda,0
2025-05-22,2.08,compute,eu-central-1,gcp,compute_engine,0
2025-05-22,1.91,compute,eu-central-1,gcp,gke,0
2025-05-22,3.54,compute,eu-central-1,gcp,cloud_run,0
2025-05-22,9.31,storage,eu-west-2,aws,s3,0
2025-05-22,12.01,storage,eu-west-2,aws,efs,0
2025-05-22,5.96,storage,eu-west-2,gcp,cloud_storage,0
2025-05-22,2.77,storage,eu-central-1,aws,s3,0
2025-05-22,6.74,storage,eu-central-1,aws,efs,0
2025-05-22,2.66,storage,eu-central-1,gcp,cloud_storage,0
2025-05-22,6.14,network,eu-west-2,aws,cloudfront,0
2025-05-22,10.84,network,eu-west-2,aws,nat_gateway,0
2025-05-22,0.72,network,eu-west-2,aws,vpc_endpoints,0
2025-05-22,2.36,network,eu-west-2,gcp,cloud_cdn,0
2025-05-22,2.59,network,eu-west-2,gcp,cloud_nat,0
2025-05-22,3.16,network,eu-central-1,aws,cloudfront,0
2025-05-22,2.18,network,eu-central-1,aws,nat_gateway,0
2025-05-22,2.55,network,eu-central-1,aws,vpc_endpoints,0
2025-05-22,2.0,network,eu-central-1,gcp,cloud_cdn,0
2025-05-22,0.21,network,eu-central-1,gcp,cloud_nat,0
2025-05-23,17.89,compute,eu-west-2,aws,ec2,0
2025-05-23,20.34,compute,eu-west-2,aws,eks,0
2025-05-23,22.86,compute,eu-west-2,aws,lambda,0
2025-05-23,8.77,compute,eu-west-2,gcp,compute_engine,0
2025-05-23,1.25,compute,eu-west-2,gcp,gke,0
2025-05-23,9.45,compute,eu-west-2,gcp,cloud_run,0
2025-05-23,0.69,compute,eu-central-1,aws,ec2,0
2025-05-23,22.32,compute,eu-central-1,aws,eks,0
2025-05-23,2.05,compute,eu-central-1,aws,lambda,0
2025-05-23,2.42,compute,eu-central-1,gcp,compute_engine,0
2025-05-23,0.05,compute,eu-central-1,gcp,gke,0
2025-05-23,5.53,compute,eu-central-1,gcp,cloud_run,0
2025-05-23,14.62,storage,eu-west-2,aws,s3,0
2025-05-23,7.26,storage,eu-west-2,aws,efs,0
2025-05-23,6.97,storage,eu-west-2,gcp,cloud_storage,0
2025-05-23,3.09,storage,eu-central-1,aws,s3,0
2025-05-23,5.89,storage,eu-central-1,aws,efs,0
2025-05-23,2.86,storage,eu-central-1,gcp,cloud_storage,0
2025-05-23,9.44,network,eu-west-2,aws,cloudfront,0
2025-05-23,1.8,network,eu-west-2,aws,nat_gateway,0
2025-05-23,4.27,network,eu-west-2,aws,vpc_endpoints,0
2025-05-23,4.51,network,eu-west-2,gcp,cloud_cdn,0
2025-05-23,0.44,network,eu-west-2,gcp,cloud_nat,0
2025-05-23,1.13,network,eu-central-1,aws,cloudfront,0
2025-05-23,2.61,network,eu-central-1,aws,nat_gateway,0
2025-05-23,2.63,network,eu-central-1,aws,vpc_endpoints,0
2025-05-23,0.77,network,eu-central-1,gcp,cloud_cdn,0
2025-05-23,1.26,network,eu-central-1,gcp,cloud_nat,0
2025-05-24,9.15,compute,eu-west-2,aws,ec2,0
2025-05-24,23.09,compute,eu-west-2,aws,eks,0
2025-05-24,21.33,compute,eu-west-2,aws,lambda,0
2025-05-24,5.3,compute,eu-west-2,gcp,compute_engine,0
2025-05-24,8.31,compute,eu-west-2,gcp,gke,0
2025-05-24,2.92,compute,eu-west-2,gcp,cloud_run,0
2025-05-24,8.37,compute,eu-central-1,aws,ec2,0
2025-05-24,3.34,compute,eu-central-1,aws,eks,0
2025-05-24,14.57,compute,eu-central-1,aws,lambda,0
2025-05-24,2.56,compute,eu-central-1,gcp,compute_engine,0
2025-05-24,2.81,compute,eu-central-1,gcp,gke,0
2025-05-24,2.73,compute,eu-central-1,gcp,cloud_run,0
2025-05-24,15.59,storage,eu-west-2,aws,s3,0
2025-05-24,3.71,storage,eu-west-2,aws,efs,0
2025-05-24,5.96,storage,eu-west-2,gcp,cloud_storage,0
2025-05-24,5.44,storage,eu-central-1,aws,s3,0
2025-05-24,4.03,storage,eu-central-1,aws,efs,0
2025-05-24,2.92,storage,eu-central-1,gcp,cloud_storage,0
2025-05-24,4.64,network,eu-west-2,aws,cloudfront,0
2025-05-24,3.91,network,eu-west-2,aws,nat_gateway,0
2025-05-24,3.27,network,eu-west-2,aws,vpc_endpoints,0
2025-05-24,0.52,network,eu-west-2,gcp,cloud_cdn,0
2025-05-24,3.13,network,eu-west-2,gcp,cloud_nat,0
2025-05-24,2.52,network,eu-central-1,aws,cloudfront,0
2025-05-24,1.79,network,eu-central-1,aws,nat_gateway,0
2025-05-24,1.48,network,eu-central-1,aws,vpc_endpoints,0
2025-05-24,0.86,network,eu-central-1,gcp,cloud_cdn,0
2025-05-24,0.93,network,eu-central-1,gcp,cloud_nat,0
2025-05-25,8.41,compute,eu-west-2,aws,ec2,0
2025-05-25,25.49,compute,eu-west-2,aws,eks,0
2025-05-25,21.09,compute,eu-west-2,aws,lambda,0
2025-05-25,5.54,compute,eu-west-2,gcp,compute_engine,0
2025-05-25,4.61,compute,eu-west-2,gcp,gke,0
2025-05-25,5.87,compute,eu-west-2,gcp,cloud_run,0
2025-05-25,10.17,compute,eu-central-1,aws,ec2,0
2025-05-25,4.3,compute,eu-central-1,aws,eks,0
2025-05-25,8.33,compute,eu-central-1,aws,lambda,0
2025-05-25,2.33,compute,eu-central-1,gcp,compute_engine,0
2025-05-25,1.42,compute,eu-central-1,gcp,gke,0
2025-05-25,2.9,compute,eu-central-1,gcp,cloud_run,0
2025-05-25,9.01,storage,eu-west-2,aws,s3,0
2025-05-25,12.92,storage,eu-west-2,aws,efs,0
2025-05-25,6.39,storage,eu-west-2,gcp,cloud_storage,0
2025-05-25,1.93,storage,eu-central-1,aws,s3,0
2025-05-25,7.17,storage,eu-central-1,aws,efs,0
2025-05-25,2.65,storage,eu-central-1,gcp,cloud_storage,0
2025-05-25,3.86,network,eu-west-2,aws,cloudfront,0
2025-05-25,2.41,network,eu-west-2,aws,nat_gateway,0
2025-05-25,4.82,network,eu-west-2,aws,vpc_endpoints,0
2025-05-25,1.53,network,eu-west-2,gcp,cloud_cdn,0
2025-05-25,1.7,network,eu-west-2,gcp,cloud_nat,0
2025-05-25,0.29,network,eu-central-1,aws,cloudfront,0
2025-05-25,2.38,network,eu-central-1,aws,nat_gateway,0
2025-05-25,1.93,network,eu-central-1,aws,vpc_endpoints,0
2025-05-25,0.78,network,eu-central-1,gcp,cloud_cdn,0
2025-05-25,0.56,network,eu-central-1,gcp,cloud_nat,0
2025-05-26,10.38,compute,eu-west-2,aws,ec2,0
2025-05-26,24.33,compute,eu-west-2,aws,eks,0
2025-05-26,25.94,compute,eu-west-2,aws,lambda,0
2025-05-26,3.02,compute,eu-west-2,gcp,compute_engine,0
2025-05-26,11.46,compute,eu-west-2,gcp,gke,0
2025-05-26,5.61,compute,eu-west-2,gcp,cloud_run,0
2025-05-26,12.37,compute,eu-central-1,aws,ec2,0
2025-05-26,4.0,compute,eu-central-1,aws,eks,0
2025-05-26,11.24,compute,eu-central-1,aws,lambda,0
2025-05-26,1.36,compute,eu-central-1,gcp,compute_engine,0
2025-05-26,2.72,compute,eu-central-1,gcp,gke,0
2025-05-26,5.06,compute,eu-central-1,gcp,cloud_run,0
2025-05-26,5.8,storage,eu-west-2,aws,s3,0
2025-05-26,13.31,storage,eu-west-2,aws,efs,0
2025-05-26,6.33,storage,eu-west-2,gcp,cloud_storage,0
2025-05-26,7.31,storage,eu-central-1,aws,s3,0
2025-05-26,1.39,storage,eu-central-1,aws,efs,0
2025-05-26,2.88,storage,eu-central-1,gcp,cloud_storage,0
2025-05-26,0.34,network,eu-west-2,aws,cloudfront,0
2025-05-26,4.1,network,eu-west-2,aws,nat_gateway,0
2025-05-26,9.08,network,eu-west-2,aws,vpc_endpoints,0
2025-05-26,2.52,network,eu-west-2,gcp,cloud_cdn,0
2025-05-26,1.95,network,eu-west-2,gcp,cloud_nat,0
2025-05-26,1.25,network,eu-central-1,aws,cloudfront,0
2025-05-26,2.62,network,eu-central-1,aws,nat_gateway,0
2025-05-26,2.29,network,eu-central-1,aws,vpc_endpoints,0
2025-05-26,0.7,network,eu-central-1,gcp,cloud_cdn,0
2025-05-26,1.34,network,eu-central-1,gcp,cloud_nat,0
2025-05-27,8.34,compute,eu-west-2,aws,ec2,0
2025-05-27,18.53,compute,eu-west-2,aws,eks,0
2025-05-27,36.48,compute,eu-west-2,aws,lambda,0
2025-05-27,0.24,compute,eu-west-2,gcp,compute_engine,0
2025-05-27,10.8,compute,eu-west-2,gcp,gke,0
2025-05-27,9.94,compute,eu-west-2,gcp,cloud_run,0
2025-05-27,12.12,compute,eu-central-1,aws,ec2,0
2025-05-27,5.33,compute,eu-central-1,aws,eks,0
2025-05-27,6.16,compute,eu-central-1,aws,lambda,0
2025-05-27,0.78,compute,eu-central-1,gcp,compute_engine,0
2025-05-27,3.42,compute,eu-central-1,gcp,gke,0
2025-05-27,3.62,compute,eu-central-1,gcp,cloud_run,0
2025-05-27,5.5,storage,eu-west-2,aws,s3,0
2025-05-27,15.82,storage,eu-west-2,aws,efs,0
2025-05-27,7.06,storage,eu-west-2,gcp,cloud_storage,0
2025-05-27,0.07,storage,eu-central-1,aws,s3,0
2025-05-27,7.88,storage,eu-central-1,aws,efs,0
2025-05-27,2.63,storage,eu-central-1,gcp,cloud_storage,0
2025-05-27,4.74,network,eu-west-2,aws,cloudfront,0
2025-05-27,3.86,network,eu-west-2,aws,nat_gateway,0
2025-05-27,6.52,network,eu-west-2,aws,vpc_endpoints,0
2025-05-27,1.28,network,eu-west-2,gcp,cloud_cdn,0
2025-05-27,3.73,network,eu-west-2,gcp,cloud_nat,0
2025-05-27,2.9,network,eu-central-1,aws,cloudfront,0
2025-05-27,2.36,network,eu-central-1,aws,nat_gateway,0
2025-05-27,0.38,network,eu-central-1,aws,vpc_endpoints,0
2025-05-27,1.55,network,eu-central-1,gcp,cloud_cdn,0
2025-05-27,0.32,network,eu-central-1,gcp,cloud_nat,0
2025-05-28,7.56,compute,eu-west-2,aws,ec2,0
2025-05-28,24.28,compute,eu-west-2,aws,eks,0
2025-05-28,28.08,compute,eu-west-2,aws,lambda,0
2025-05-28,0.79,compute,eu-west-2,gcp,compute_engine,0
2025-05-28,8.67,compute,eu-west-2,gcp,gke,0
2025-05-28,7.84,compute,eu-west-2,gcp,cloud_run,0
2025-05-28,10.5,compute,eu-central-1,aws,ec2,0
2025-05-28,8.43,compute,eu-central-1,aws,eks,0
2025-05-28,8.14,compute,eu-central-1,aws,lambda,0
2025-05-28,1.96,compute,eu-central-1,gcp,compute_engine,0
2025-05-28,2.43,compute,eu-central-1,gcp,gke,0
2025-05-28,3.43,compute,eu-central-1,gcp,cloud_run,0
2025-05-28,5.87,storage,eu-west-2,aws,s3,0
2025-05-28,18.45,storage,eu-west-2,aws,efs,0
2025-05-28,7.03,storage,eu-west-2,gcp,cloud_storage,0
2025-05-28,7.47,storage,eu-central-1,aws,s3,0
2025-05-28,3.52,storage,eu-central-1,aws,efs,0
2025-05-28,3.18,storage,eu-central-1,gcp,cloud_storage,0
2025-05-28,5.59,network,eu-west-2,aws,cloudfront,0
2025-05-28,6.59,network,eu-west-2,aws,nat_gateway,0
2025-05-28,1.08,network,eu-west-2,aws,vpc_endpoints,0
2025-05-28,1.82,network,eu-west-2,gcp,cloud_cdn,0
2025-05-28,2.01,network,eu-west-2,gcp,cloud_nat,0
2025-05-28,0.25,network,eu-central-1,aws,cloudfront,0
2025-05-28,3.9,network,eu-central-1,aws,nat_gateway,0
2025-05-28,1.84,network,eu-central-1,aws,vpc_endpoints,0
2025-05-28,0.97,network,eu-central-1,gcp,cloud_cdn,0
2025-05-28,0.77,network,eu-central-1,gcp,cloud_nat,0
2025-05-29,22.51,compute,eu-west-2,aws,ec2,0
2025-05-29,22.34,compute,eu-west-2,aws,eks,0
2025-05-29,17.54,compute,eu-west-2,aws,lambda,0
2025-05-29,6.22,compute,eu-west-2,gcp,compute_engine,0
2025-05-29,2.56,compute,eu-west-2,gcp,gke,0
2025-05-29,5.56,compute,eu-west-2,gcp,cloud_run,0
2025-05-29,1.16,compute,eu-central-1,aws,ec2,0
2025-05-29,11.45,compute,eu-central-1,aws,eks,0
2025-05-29,15.3,compute,eu-central-1,aws,lambda,0
2025-05-29,2.65,compute,eu-central-1,gcp,compute_engine,0
2025-05-29,1.81,compute,eu-central-1,gcp,gke,0
2025-05-29,1.96,compute,eu-central-1,gcp,cloud_run,0
2025-05-29,8.0,storage,eu-west-2,aws,s3,0
2025-05-29,15.38,storage,eu-west-2,aws,efs,0
2025-05-29,5.38,storage,eu-west-2,gcp,cloud_storage,0
2025-05-29,7.01,storage,eu-central-1,aws,s3,0
2025-05-29,3.46,storage,eu-central-1,aws,efs,0
2025-05-29,2.41,storage,eu-central-1,gcp,cloud_storage,0
2025-05-29,10.63,network,eu-west-2,aws,cloudfront,0
2025-05-29,2.12,network,eu-west-2,aws,nat_gateway,0
2025-05-29,4.37,network,eu-west-2,aws,vpc_endpoints,0
2025-05-29,1.22,network,eu-west-2,gcp,cloud_cdn,0
2025-05-29,2.72,network,eu-west-2,gcp,cloud_nat,0
2025-05-29,3.57,network,eu-central-1,aws,cloudfront,0
2025-05-29,3.22,network,eu-central-1,aws,nat_gateway,0
2025-05-29,0.87,network,eu-central-1,aws,vpc_endpoints,0
2025-05-29,0.98,network,eu-central-1,gcp,cloud_cdn,0
2025-05-29,0.78,network,eu-central-1,gcp,cloud_nat,0
2025-05-30,17.67,compute,eu-west-2,aws,ec2,0
2025-05-30,41.69,compute,eu-west-2,aws,eks,0
2025-05-30,3.32,compute,eu-west-2,aws,lambda,0
2025-05-30,6.89,compute,eu-west-2,gcp,compute_engine,0
2025-05-30,7.07,compute,eu-west-2,gcp,gke,0
2025-05-30,5.33,compute,eu-west-2,gcp,cloud_run,0
2025-05-30,8.91,compute,eu-central-1,aws,ec2,0
2025-05-30,4.22,compute,eu-central-1,aws,eks,0
2025-05-30,15.57,compute,eu-central-1,aws,lambda,0
2025-05-30,4.62,compute,eu-central-1,gcp,compute_engine,0
2025-05-30,1.39,compute,eu-central-1,gcp,gke,0
2025-05-30,2.83,compute,eu-central-1,gcp,cloud_run,0
2025-05-30,7.96,storage,eu-west-2,aws,s3,0
2025-05-30,14.21,storage,eu-west-2,aws,efs,0
2025-05-30,6.83,storage,eu-west-2,gcp,cloud_storage,0
2025-05-30,5.05,storage,eu-central-1,aws,s3,0
2025-05-30,5.1,storage,eu-central-1,aws,efs,0
2025-05-30,3.13,storage,eu-central-1,gcp,cloud_storage,0
2025-05-30,3.62,network,eu-west-2,aws,cloudfront,0
2025-05-30,0.45,network,eu-west-2,aws,nat_gateway,0
2025-05-30,7.67,network,eu-west-2,aws,vpc_endpoints,0
2025-05-30,1.8,network,eu-west-2,gcp,cloud_cdn,0
2025-05-30,1.82,network,eu-west-2,gcp,cloud_nat,0
2025-05-30,1.27,network,eu-central-1,aws,cloudfront,0
2025-05-30,1.08,network,eu-central-1,aws,nat_gateway,0
2025-05-30,3.03,network,eu-central-1,aws,vpc_endpoints,0
2025-05-30,1.3,network,eu-central-1,gcp,cloud_cdn,0
2025-05-30,0.36,network,eu-central-1,gcp,cloud_nat,0
2025-05-31,25.39,compute,eu-west-2,aws,ec2,0
2025-05-31,17.86,compute,eu-west-2,aws,eks,0
2025-05-31,11.67,compute,eu-west-2,aws,lambda,0
2025-05-31,6.82,compute,eu-west-2,gcp,compute_engine,0
2025-05-31,4.18,compute,eu-west-2,gcp,gke,0
2025-05-31,3.78,compute,eu-west-2,gcp,cloud_run,0
2025-05-31,12.87,compute,eu-central-1,aws,ec2,0
2025-05-31,7.79,compute,eu-central-1,aws,eks,0
2025-05-31,2.55,compute,eu-central-1,aws,lambda,0
2025-05-31,2.73,compute,eu-central-1,gcp,compute_engine,0
2025-05-31,0.82,compute,eu-central-1,gcp,gke,0
2025-05-31,2.7,compute,eu-central-1,gcp,cloud_run,0
2025-05-31,7.61,storage,eu-west-2,aws,s3,0
2025-05-31,12.72,storage,eu-west-2,aws,efs,0
2025-05-31,5.47,storage,eu-west-2,gcp,cloud_storage,0
2025-05-31,4.95,storage,eu-central-1,aws,s3,0
2025-05-31,3.64,storage,eu-central-1,aws,efs,0
2025-05-31,2.31,storage,eu-central-1,gcp,cloud_storage,0
2025-05-31,5.61,network,eu-west-2,aws,cloudfront,0
2025-05-31,2.66,network,eu-west-2,aws,nat_gateway,0
2025-05-31,4.87,network,eu-west-2,aws,vpc_endpoints,0
2025-05-31,1.44,network,eu-west-2,gcp,cloud_cdn,0
2025-05-31,2.1,network,eu-west-2,gcp,cloud_nat,0
2025-05-31,4.25,network,eu-central-1,aws,cloudfront,0
2025-05-31,0.01,network,eu-central-1,aws,nat_gateway,0
2025-05-31,1.3,network,eu-central-1,aws,vpc_endpoints,0
2025-05-31,0.22,network,eu-central-1,gcp,cloud_cdn,0
2025-05-31,1.28,network,eu-central-1,gcp,cloud_nat,0
2025-06-01,4.66,compute,eu-west-2,aws,ec2,0
2025-06-01,31.22,compute,eu-west-2,aws,eks,0
2025-06-01,19.65,compute,eu-west-2,aws,lambda,0
2025-06-01,5.83,compute,eu-west-2,gcp,compute_engine,0
2025-06-01,9.43,compute,eu-west-2,gcp,gke,0
2025-06-01,0.84,compute,eu-west-2,gcp,cloud_run,0
2025-06-01,13.34,compute,eu-central-1,aws,ec2,0
2025-06-01,2.79,compute,eu-central-1,aws,eks,0
2025-06-01,8.53,compute,eu-central-1,aws,lambda,0
2025-06-01,1.73,compute,eu-central-1,gcp,compute_engine,0
2025-06-01,1.58,compute,eu-central-1,gcp,gke,0
2025-06-01,3.84,compute,eu-central-1,gcp,cloud_run,0
2025-06-01,2.81,storage,eu-west-2,aws,s3,0
2025-06-01,18.77,storage,eu-west-2,aws,efs,0
2025-06-01,6.26,storage,eu-west-2,gcp,cloud_storage,0
2025-06-01,3.85,storage,eu-central-1,aws,s3,0
2025-06-01,5.74,storage,eu-central-1,aws,efs,0
2025-06-01,2.78,storage,eu-central-1,gcp,cloud_storage,0
2025-06-01,4.38,network,eu-west-2,aws,cloudfront,0
2025-06-01,2.7,network,eu-west-2,aws,nat_gateway,0
2025-06-01,3.34,network,eu-west-2,aws,vpc_endpoints,0
2025-06-01,0.66,network,eu-west-2,gcp,cloud_cdn,0
2025-06-01,2.36,network,eu-west-2,gcp,cloud_nat,0
2025-06-01,2.43,network,eu-central-1,aws,cloudfront,0
2025-06-01,1.64,network,eu-central-1,aws,nat_gateway,0
2025-06-01,0.56,network,eu-central-1,aws,vpc_endpoints,0
2025-06-01,0.3,network,eu-central-1,gcp,cloud_cdn,0
2025-06-01,1.04,network,eu-central-1,gcp,cloud_nat,0
2025-06-02,19.48,compute,eu-west-2,aws,ec2,0
2025-06-02,22.6,compute,eu-west-2,aws,eks,0
2025-06-02,19.43,compute,eu-west-2,aws,lambda,0
2025-06-02,3.55,compute,eu-west-2,gcp,compute_engine,0
2025-06-02,6.77,compute,eu-west-2,gcp,gke,0
2025-06-02,5.77,compute,eu-west-2,gcp,cloud_run,0
2025-06-02,3.35,compute,eu-central-1,aws,ec2,0
2025-06-02,9.07,compute,eu-central-1,aws,eks,0
2025-06-02,14.21,compute,eu-central-1,aws,lambda,0
2025-06-02,3.18,compute,eu-central-1,gcp,compute_engine,0
2025-06-02,2.25,compute,eu-central-1,gcp,gke,0
2025-06-02,1.53,compute,eu-central-1,gcp,cloud_run,0
2025-06-02,5.46,storage,eu-west-2,aws,s3,0
2025-06-02,15.56,storage,eu-west-2,aws,efs,0
2025-06-02,5.5,storage,eu-west-2,gcp,cloud_storage,0
2025-06-02,7.43,storage,eu-central-1,aws,s3,0
2025-06-02,1.67,storage,eu-central-1,aws,efs,0
2025-06-02,2.38,storage,eu-central-1,gcp,cloud_storage,0
2025-06-02,3.46,network,eu-west-2,aws,cloudfront,0
2025-06-02,5.82,network,eu-west-2,aws,nat_gateway,0
2025-06-02,8.59,network,eu-west-2,aws,vpc_endpoints,0
2025-06-02,1.35,network,eu-west-2,gcp,cloud_cdn,0
2025-06-02,3.32,network,eu-west-2,gcp,cloud_nat,0
2025-06-02,3.73,network,eu-central-1,aws,cloudfront,0
2025-06-02,3.41,network,eu-central-1,aws,nat_gateway,0
2025-06-02,0.6,network,eu-central-1,aws,vpc_endpoints,0
2025-06-02,1.7,network,eu-central-1,gcp,cloud_cdn,0
2025-06-02,0.32,network,eu-central-1,gcp,cloud_nat,0
2025-06-03,6.53,compute,eu-west-2,aws,ec2,0
2025-06-03,38.36,compute,eu-west-2,aws,eks,0
2025-06-03,16.66,compute,eu-west-2,aws,lambda,0
2025-06-03,7.86,compute,eu-west-2,gcp,compute_engine,0
2025-06-03,4.64,compute,eu-west-2,gcp,gke,0
2025-06-03,4.1,compute,eu-west-2,gcp,cloud_run,0
2025-06-03,12.12,compute,eu-central-1,aws,ec2,0
2025-06-03,3.87,compute,eu-central-1,aws,eks,0
2025-06-03,9.91,compute,eu-central-1,aws,lambda,0
2025-06-03,2.66,compute,eu-central-1,gcp,compute_engine,0
2025-06-03,0.52,compute,eu-central-1,gcp,gke,0
2025-06-03,3.8,compute,eu-central-1,gcp,cloud_run,0
2025-06-03,8.57,storage,eu-west-2,aws,s3,0
2025-06-03,13.89,storage,eu-west-2,aws,efs,0
2025-06-03,6.06,storage,eu-west-2,gcp,cloud_storage,0
2025-06-03,4.7,storage,eu-central-1,aws,s3,0
2025-06-03,4.75,storage,eu-central-1,aws,efs,0
2025-06-03,2.55,storage,eu-central-1,gcp,cloud_storage,0
2025-06-03,8.32,network,eu-west-2,aws,cloudfront,0
2025-06-03,3.77,network,eu-west-2,aws,nat_gateway,0
2025-06-03,1.35,network,eu-west-2,aws,vpc_endpoints,0
2025-06-03,3.27,network,eu-west-2,gcp,cloud_cdn,0
2025-06-03,0.36,network,eu-west-2,gcp,cloud_nat,0
2025-06-03,1.6,network,eu-central-1,aws,cloudfront,0
2025-06-03,0.4,network,eu-central-1,aws,nat_gateway,0
2025-06-03,3.65,network,eu-central-1,aws,vpc_endpoints,0
2025-06-03,0.32,network,eu-central-1,gcp,cloud_cdn,0
2025-06-03,1.21,network,eu-central-1,gcp,cloud_nat,0
2025-06-04,9.73,compute,eu-west-2,aws,ec2,0
2025-06-04,45.35,compute,eu-west-2,aws,eks,0
2025-06-04,4.54,compute,eu-west-2,aws,lambda,0
2025-06-04,8.41,compute,eu-west-2,gcp,compute_engine,0
2025-06-04,6.03,compute,eu-west-2,gcp,gke,0
2025-06-04,2.48,compute,eu-west-2,gcp,cloud_run,0
2025-06-04,11.82,compute,eu-central-1,aws,ec2,0
2025-06-04,1.34,compute,eu-central-1,aws,eks,0
2025-06-04,12.28,compute,eu-central-1,aws,lambda,0
2025-06-04,5.46,compute,eu-central-1,gcp,compute_engine,0
2025-06-04,1.03,compute,eu-central-1,gcp,gke,0
2025-06-04,0.74,compute,eu-central-1,gcp,cloud_run,0
2025-06-04,15.29,storage,eu-west-2,aws,s3,0
2025-06-04,5.97,storage,eu-west-2,aws,efs,0
2025-06-04,6.04,storage,eu-west-2,gcp,cloud_storage,0
2025-06-04,4.73,storage,eu-central-1,aws,s3,0
2025-06-04,4.34,storage,eu-central-1,aws,efs,0
2025-06-04,2.58,storage,eu-central-1,gcp,cloud_storage,0
2025-06-04,6.69,network,eu-west-2,aws,cloudfront,0
2025-06-04,8.94,network,eu-west-2,aws,nat_gateway,0
2025-06-04,0.86,network,eu-west-2,aws,vpc_endpoints,0
2025-06-04,2.72,network,eu-west-2,gcp,cloud_cdn,0
2025-06-04,1.96,network,eu-west-2,gcp,cloud_nat,0
2025-06-04,1.72,network,eu-central-1,aws,cloudfront,0
2025-06-04,3.25,network,eu-central-1,aws,nat_gateway,0
2025-06-04,2.07,network,eu-central-1,aws,vpc_endpoints,0
2025-06-04,1.29,network,eu-central-1,gcp,cloud_cdn,0
2025-06-04,0.71,network,eu-central-1,gcp,cloud_nat,0
2025-06-05,9.86,compute,eu-west-2,aws,ec2,0
2025-06-05,8.94,compute,eu-west-2,aws,eks,0
2025-06-05,38.26,compute,eu-west-2,aws,lambda,0
2025-06-05,7.92,compute,eu-west-2,gcp,compute_engine,0
2025-06-05,6.93,compute,eu-west-2,gcp,gke,0
2025-06-05,0.06,compute,eu-west-2,gcp,cloud_run,0
2025-06-05,3.89,compute,eu-central-1,aws,ec2,0
2025-06-05,13.42,compute,eu-central-1,aws,eks,0
2025-06-05,8.02,compute,eu-central-1,aws,lambda,0
2025-06-05,2.86,compute,eu-central-1,gcp,compute_engine,0
2025-06-05,2.37,compute,eu-central-1,gcp,gke,0
2025-06-05,1.39,compute,eu-central-1,gcp,cloud_run,0
2025-06-05,9.31,storage,eu-west-2,aws,s3,0
2025-06-05,12.12,storage,eu-west-2,aws,efs,0
2025-06-05,5.6,storage,eu-west-2,gcp,cloud_storage,0
2025-06-05,3.91,storage,eu-central-1,aws,s3,0
2025-06-05,5.6,storage,eu-central-1,aws,efs,0
2025-06-05,2.48,storage,eu-central-1,gcp,cloud_storage,0
2025-06-05,9.41,network,eu-west-2,aws,cloudfront,0
2025-06-05,1.04,network,eu-west-2,aws,nat_gateway,0
2025-06-05,6.88,network,eu-west-2,aws,vpc_endpoints,0
2025-06-05,2.54,network,eu-west-2,gcp,cloud_cdn,0
2025-06-05,1.99,network,eu-west-2,gcp,cloud_nat,0
2025-06-05,3.01,network,eu-central-1,aws,cloudfront,0
2025-06-05,3.76,network,eu-central-1,aws,nat_gateway,0
2025-06-05,0.92,network,eu-central-1,aws,vpc_endpoints,0
2025-06-05,0.89,network,eu-central-1,gcp,cloud_cdn,0
2025-06-05,1.12,network,eu-central-1,gcp,cloud_nat,0
2025-06-06,7.38,compute,eu-west-2,aws,ec2,0
2025-06-06,29.68,compute,eu-west-2,aws,eks,0
2025-06-06,18.19,compute,eu-west-2,aws,lambda,0
2025-06-06,0.13,compute,eu-west-2,gcp,compute_engine,0
2025-06-06,7.88,compute,eu-west-2,gcp,gke,0
2025-06-06,6.67,compute,eu-west-2,gcp,cloud_run,0
2025-06-06,7.96,compute,eu-central-1,aws,ec2,0
2025-06-06,9.56,compute,eu-central-1,aws,eks,0
2025-06-06,9.98,compute,eu-central-1,aws,lambda,0
2025-06-06,1.58,compute,eu-central-1,gcp,compute_engine,0
2025-06-06,2.87,compute,eu-central-1,gcp,gke,0
2025-06-06,2.86,compute,eu-central-1,gcp,cloud_run,0
2025-06-06,11.32,storage,eu-west-2,aws,s3,0
2025-06-06,9.4,storage,eu-west-2,aws,efs,0
2025-06-06,5.5,storage,eu-west-2,gcp,cloud_storage,0
2025-06-06,4.72,storage,eu-central-1,aws,s3,0
